id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,cuenta_origen,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,tipo_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,dispositivo_reconocido,operacion_pais,operacion_region,direccion_ip_origen,geolocalizacion,cuenta_destino,destino_alto_riesgo,dataset_origen,hour,day_of_week,is_weekday,fraudes_prev_capped,txn_vs_limit_pct,txn_vs_balance_pct,txn_vs_monthly_avg_pct,balance_vs_avg_pct,outflow_inflow_ratio,net_flow_30d,limite_breach_rate,txn_intensity,balance_utilization,txn_severity,tenure_years,cross_border,cross_region,same_country_device,importe_transaccion_log,saldo_actual_log,volumen_saliente_log,volumen_entrante_log,tiempo_ultima_log,txn_por_minuto,burst_rapido,alta_velocidad,monto_velocidad,tiempo_ultima_bin,foreign_unknown_device,night_velocity,high_ratio_redondeado,tipo_cliente_freq,tipo_cliente_target,customer_country_freq,customer_country_target,customer_region_freq,customer_region_target,tipo_transaccion_freq,tipo_transaccion_target,metodo_autenticacion_freq,metodo_autenticacion_target,operacion_pais_freq,operacion_pais_target,operacion_region_freq,operacion_region_target,probabilidad_fraude,prediccion_fraude,impacto_fraude
f8b95100-ec2,persona,76,DE,Hamburgo,2904,263.51,522.97,1.47,0,5057d092-857,ES676557543247,activa,263.62,210.54,10839.33,9159.77,3,3,efc39939-4a3,activa,2021-10-09,1686,3000,3,944404b4-c1b,tarjeta,2025-12-13 06:01:13,0,1,67217,2,132.57,3DS,2,2645fac8-caa5-4b,1,DE,Hamburgo,87.74.120.190,"48.1351,11.5820",ES412448152555,0,v1,6,5,0,0,0.04419,0.5028829375616417,0.5030928617509772,1.2521136126151802,0.8450494633893424,1679.5599999999995,0.42857142857142855,2.9753934957898182e-05,0.007017766074464184,265.14,7.956164383561644,0,0,1,4.8946256849890135,5.578294834614265,9.122685515270607,9.291028717334692,11.115696347786779,0.0017836704966035942,0,0,265.14,4,0,False,0,5438,0.1526296432511953,1157,0.14088159031979255,295,0.15593220338983052,6980,0.135243553008596,3097,0.1798514691637068,1179,0.15521628498727735,322,0.17080745341614906,0.0072,0,0
208f9755-249,autónomo,20,ES,Oeste,1012,847.12,1010.8,0.63,0,afa2432d-209,ES155919248927,activa,3883.13,4986.84,6934.78,35780.62,4,3,89ab9972-340,activa,2024-08-18,642,500,0,d4476242-d26,tarjeta,2025-11-23 23:41:52,1,1,52689,3,149.46,PIN,0,3633520c-7cf2-48,1,ES,Norte,86.90.181.87,"37.3891,-5.9845",ES612020664044,0,v1,23,6,0,0,0.29892,0.03848956898172351,0.17643309094343188,0.7786754738471657,5.159589777902111,-28845.840000000004,0.0,5.693680015183147e-05,0.9971685662867427,448.38,2.7726027397260276,0,1,1,5.013697268132075,8.264654299499902,10.485189632728641,8.844448799387552,10.87218096320333,0.003412386964681795,0,0,448.38,4,0,False,0,1547,0.1577246283128636,4489,0.14591222989529962,863,0.13441483198146004,6980,0.135243553008596,3775,0.09960264900662252,3877,0.07712148568480784,826,0.0774818401937046,0.1534,0,0
858b5855-6c7,persona,76,US,Florida,1969,341.87,868.07,0.83,0,d14dd9f9-b9c,ES487681954884,activa,4440.07,4051.96,275.73,3854.7,2,3,a34a7718-d1a,activa,2025-03-25,423,2000,0,4b1222ec-80e,tarjeta,2026-03-21 23:43:49,1,1,6359,2,68.04,firma,1,452c381c-812b-43,1,US,Florida,73.144.155.168,"40.7128,-74.0060",ES333973804896,0,v1,23,5,0,0,0.03402,0.015324082728425455,0.19902302044636852,1.0957832752544447,13.979980415623979,-3578.97,0.0,0.00031446540880503143,0.20258787060646968,136.08,5.394520547945206,0,0,1,4.234686046775173,8.398650617383597,8.25730785187392,5.623042301587992,8.757783656334167,0.018694500701043774,0,0,136.08,4,0,False,0,5438,0.1526296432511953,420,0.15476190476190477,68,0.16176470588235295,6980,0.135243553008596,1668,0.2577937649880096,577,0.268630849220104,123,0.35772357723577236,0.0133,0,0
39af61dd-4f1,persona,61,DE,Hesse,1775,210.78,94.47,6.2,0,460bc83c-67b,ES334895816377,bloqueada,513.76,667.21,9915.56,2258.02,5,3,9b402486-718,activa,2024-09-09,620,1000,0,93e3295e-06d,tarjeta,2026-03-09 16:38:29,0,0,73809,3,34.66,firma,2,eb04de89-27cf-48,1,DE,Hesse,87.157.221.224,"53.5511,9.9937",ES243588883848,0,v1,16,0,1,0,0.034659999999999996,0.06746340703830582,0.16443685359142232,0.7700124398615128,0.22772490913271667,7657.539999999999,0.0,4.064489906516732e-05,0.0667143285671433,103.97999999999999,4.863013698630137,0,0,1,3.574029612434994,6.2437007726254645,7.7226863699038,9.201961365945296,11.209249502764099,0.0024367461316655158,0,0,103.97999999999999,4,0,False,0,5438,0.1526296432511953,1157,0.14088159031979255,281,0.14590747330960854,6980,0.135243553008596,1668,0.2577937649880096,1179,0.15521628498727735,287,0.17073170731707318,0.0073,0,0
3d2de27d-bd4,persona,19,ES,Norte,2693,307.73,634.17,3.15,0,f5e0b0d3-9d3,ES892051947896,activa,1270.95,1356.98,8259.68,972.22,1,4,8fda2255-586,activa,2024-02-05,837,3000,0,f4255c5d-0c0,tarjeta,2026-02-28 20:17:33,0,1,55201,4,49.09,firma,2,028d5d18-670d-49,1,ES,Norte,86.92.79.20,"37.3891,-5.9845",ES144381527355,0,v1,20,5,0,0,0.016363333333333334,0.03862465085172509,0.1595229584375914,0.9366018659081196,0.11770673924413537,7287.46,0.0,7.246114271222058e-05,0.04523115896136796,196.36,7.3780821917808215,0,0,1,3.9138213873695253,7.1483064349513805,6.8806101614585815,9.019262187581758,10.918754463492887,0.00434302672771032,0,1,196.36,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,984,0.16361788617886178,6980,0.135243553008596,1668,0.2577937649880096,3877,0.07712148568480784,826,0.0774818401937046,0.0078,0,0
8fbb7a82-f08,persona,22,ES,Sur,3296,765.98,772.32,1.86,0,663238d3-af0,ES107164811053,activa,339.31,318.98,13439.06,20905.43,4,2,2ab9b40a-124,activa,2024-07-18,673,2000,0,758bfe43-9db,transferencia,2025-12-10 21:41:59,0,0,54657,3,77.29,3DS,1,e9aba7e0-b961-49,0,ES,Sur,86.198.223.64,"37.3891,-5.9845",ES849695832525,0,v1,21,2,1,0,0.038645000000000006,0.22778580059532583,0.10090341784380794,1.063734403410872,1.5555723391368148,-7466.370000000001,0.0,5.4886750338468295e-05,0.015948202589870508,231.87,9.03013698630137,0,0,0,4.360419880919823,5.829856966911132,9.947812046139045,9.505995078352889,10.908850868984608,0.0032896540380503315,0,0,231.87,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,793,0.13366960907944514,3020,0.18543046357615894,3097,0.1798514691637068,3877,0.07712148568480784,694,0.08789625360230548,0.0947,0,0
70c81e97-68e,autónomo,51,FR,Bretaña,1522,7551.54,418.12,3.69,0,d7db7d66-527,ES706529302421,activa,2187.47,1668.01,977.68,1254.7,1,2,27e07dbc-f52,activa,2025-04-04,413,5000,0,dbbf92ec-282,tarjeta,2025-12-31 03:19:00,1,0,47522,1,333.67,3DS,2,78f94218-7fb9-4a,1,FR,Bretaña,90.96.9.89,"43.2965,5.3698",ES782508226940,0,v1,3,2,1,0,0.066734,0.15253694907815882,0.044185689276624376,1.3114249914568856,1.2833442435152607,-277.0200000000001,0.0,2.104244260673779e-05,0.03335953280934381,333.67,4.16986301369863,0,0,1,5.813144971693325,7.690957948517803,7.135448464994918,6.886204724951693,10.76896908335696,0.0012609810432516499,0,0,333.67,4,0,False,0,1547,0.1577246283128636,1646,0.15188335358444716,456,0.14035087719298245,6980,0.135243553008596,3097,0.1798514691637068,1581,0.12966476913345984,435,0.1310344827586207,0.0097,0,0
9e72f6de-05a,persona,55,DE,Berlín,590,1577.08,38.1,1.15,0,f082707d-9e8,ES322325775856,activa,337.09,434.89,3686.59,15299.47,3,1,ce016a5f-83e,activa,2023-09-05,990,2000,0,0e070c75-292,tarjeta,2026-03-06 08:57:48,0,0,58778,4,4.11,3DS,3,749b4d86-b8ff-4f,1,DE,Berlín,87.196.128.61,"53.5511,9.9937",ES298691898317,0,v1,8,4,1,0,0.002055,0.012192589516152957,0.002606082126461562,0.7751155464600243,4.15003295728573,-11612.88,0.0,6.805151499685262e-05,0.02174341282935853,16.44,1.6164383561643836,0,0,1,1.631199404215613,5.82331213222822,9.635638825862959,8.212728407129896,10.981539927238877,0.004078996566844556,0,1,16.44,4,0,False,0,5438,0.1526296432511953,1157,0.14088159031979255,319,0.15047021943573669,6980,0.135243553008596,3097,0.1798514691637068,1179,0.15521628498727735,288,0.14930555555555555,0.0098,0,0
e6735f7e-083,persona,42,ES,Este,3538,294.52,978.62,2.05,0,a10f288e-310,ES229370732527,activa,13809.63,13906.32,3026.19,2496.35,3,3,1b131ea1-bbb,activa,2022-08-06,1385,2000,0,9568f298-007,tarjeta,2026-01-28 01:11:50,1,0,7654,7,6.24,huella,2,a564a766-0b80-4b,1,ES,Oeste,86.220.69.1,"40.4168,-3.7038",ES968890402656,0,v1,1,2,1,0,0.00312,0.0004518585943287402,0.021187016161890535,0.9930470462350931,0.8249151573430616,529.8400000000001,0.0,0.000914435009797518,0.6952812359382031,43.68,9.693150684931506,0,1,1,1.979621206397625,9.533193864479399,7.8229854486589705,8.015390075469439,8.943114308091785,0.0544464609800363,0,1,43.68,4,0,True,0,5438,0.1526296432511953,4489,0.14591222989529962,1035,0.13429951690821257,6980,0.135243553008596,976,0.10450819672131148,3877,0.07712148568480784,785,0.07770700636942675,0.3026,0,0
ce5dd024-e54,persona,31,PT,Oporto,3032,8767.28,65.89,12.24,0,15486f82-594,ES961479130824,activa,248.27,252.22,2688.5,2655.5,6,3,17067361-771,activa,2022-06-17,1435,2000,0,7acc8f89-846,transferencia,2026-03-07 16:49:33,0,1,29050,2,492.84,3DS,3,c81e0d87-abfa-41,1,PT,Oporto,85.170.22.138,"41.1579,-8.6291",ES323466814763,1,v1,16,5,0,0,0.24642,1.9850968703427718,0.056213557682656415,0.9843390690666879,0.9877254974893063,33.0,0.0,6.884444597432102e-05,0.012610369481525923,985.68,8.306849315068494,0,0,1,6.202211578085641,5.518536646345,7.8847647458909975,7.897110581713298,10.276808185095502,0.004122294744074201,0,0,985.68,4,0,False,0,5438,0.1526296432511953,443,0.14672686230248308,132,0.1590909090909091,3020,0.18543046357615894,3097,0.1798514691637068,603,0.24543946932006633,184,0.2391304347826087,0.0435,0,0
16e12f2c-84e,premium,65,FR,Bretaña,2738,1134.98,559.5,7.16,0,c933915e-424,ES938894231689,activa,5431.02,6268.29,1228.42,1719.97,1,2,2d74f5bc-1d5,activa,2025-05-02,385,2000,0,a4c17e75-385,transferencia,2026-01-21 20:50:37,0,0,56128,1,448.2,PIN,2,8046f721-7475-47,1,FR,Bretaña,90.205.228.225,"45.7640,4.8357",ES921086814333,1,v1,20,2,1,0,0.2241,0.08252593435487256,0.39489682637579515,0.8664276860196323,1.4001481577961934,-491.54999999999995,0.0,1.781610219316218e-05,0.31339883005849706,448.2,7.501369863013698,0,0,1,6.107468222864288,8.60006635111688,7.450643364333864,7.114297792438844,10.935407891992757,0.0010678436676870506,0,0,448.2,4,0,False,0,1181,0.14225232853513972,1646,0.15188335358444716,456,0.14035087719298245,3020,0.18543046357615894,3775,0.09960264900662252,1581,0.12966476913345984,435,0.1310344827586207,0.0176,0,0
225d5f02-6d1,persona,84,FR,Bretaña,2368,866.1,488.94,2.98,0,bace534d-1ae,ES833296590957,activa,7141.2,8376.56,1889.29,1123.54,3,1,161f79d1-31c,activa,2025-02-21,455,500,0,20a65fd5-dcc,tarjeta,2026-01-12 15:47:26,0,0,82561,2,2256.8,3DS,2,7c124b0c-ef4f-4d,1,FR,Bretaña,90.238.216.123,"45.7640,4.8357",ES495533631472,0,v1,15,0,1,0,4.5136,0.31602531787374677,2.605703729361506,0.8525217989246182,0.5946890101572548,765.75,0.0,2.4224219374530657e-05,1.6749770045990802,4513.6,6.487671232876712,0,0,1,7.7221461668274465,8.87377613112271,7.025129342131775,7.544485535436545,11.321304805228175,0.0014524152455186938,0,0,4513.6,4,0,False,0,5438,0.1526296432511953,1646,0.15188335358444716,456,0.14035087719298245,6980,0.135243553008596,3097,0.1798514691637068,1581,0.12966476913345984,435,0.1310344827586207,0.0139,0,0
d4d543d4-43a,persona,65,DE,Berlín,378,314.27,17.11,3.87,0,5744ea0d-dc4,ES266709340895,activa,1033.85,1183.24,1142.96,1782.97,3,2,5d0d60b1-2ee,activa,2022-02-18,1554,2000,0,b3ec3313-ad0,tarjeta,2025-12-18 12:17:56,0,0,68602,3,22.94,3DS,0,30c04c9c-d430-41,1,DE,Berlín,87.0.103.8,"48.1351,11.5820",ES458096897036,0,v1,12,3,1,0,0.011470000000000001,0.02218890554722639,0.07299455881885004,0.8737449714343666,1.5599583537481627,-640.01,0.0,4.3729866040843695e-05,0.059159042047897605,68.82000000000001,1.0356164383561643,0,0,1,3.1755507001298273,6.942011767660227,7.486596496855064,7.042251206293487,11.136091544536196,0.0026215373860359443,0,0,68.82000000000001,4,0,False,0,5438,0.1526296432511953,1157,0.14088159031979255,319,0.15047021943573669,6980,0.135243553008596,3097,0.1798514691637068,1179,0.15521628498727735,288,0.14930555555555555,0.1346,0,0
32bf2546-713,persona,56,BR,São Paulo,3459,8216.07,128.91,2.85,0,b098ed60-210,ES952830754051,activa,490.79,460.81,2537.09,665.11,2,3,e4ae043a-d19,activa,2025-12-19,154,2000,0,2ea8b4a2-06b,tarjeta,2026-04-06 19:07:21,0,0,64789,6,154.55,3DS,1,d01e6f79-9397-46,1,BR,São Paulo,177.180.155.7,"-19.9167,-43.9345",ES446155466446,0,v1,19,0,1,0,0.07727500000000001,0.3149004665946739,0.018810696598251964,1.06505935201059,0.26215467326740477,1871.98,0.0,9.260688377836085e-05,0.02303934803259837,927.3000000000001,9.476712328767123,0,0,1,5.046967223343646,6.1980517961064745,6.5014548220672905,7.839167108638515,11.078906549444003,0.005551357769587812,0,1,927.3000000000001,4,0,False,0,5438,0.1526296432511953,514,0.1517509727626459,162,0.14814814814814814,6980,0.135243553008596,3097,0.1798514691637068,644,0.2453416149068323,212,0.25943396226415094,0.0544,0,0
31078d27-39f,empresa,74,FR,Île-de-France,623,463.5,327.01,2.14,0,f1185db5-b21,ES841037477516,suspendida,2190.41,2389.06,1375.88,28882.68,2,1,29f770e6-c49,activa,2025-05-10,377,1000,0,6d006629-248,tarjeta,2026-04-26 03:31:16,1,1,56423,3,1370.01,PIN,2,8df9cb17-5f29-46,1,FR,Île-de-France,90.151.6.214,"45.7640,4.8357",ES386438967614,0,v1,3,6,0,0,1.37001,0.6254582475426975,2.9557928802588997,0.9168501418968129,20.99215047823938,-27506.8,0.0,5.3168864313058275e-05,0.2388821117888211,4110.03,1.7068493150684931,0,0,1,7.223302973481738,7.692300451253753,10.271032008711751,7.227575348961725,10.940649878888015,0.003186799568011614,0,0,4110.03,4,0,False,0,1834,0.14285714285714285,1646,0.15188335358444716,436,0.14678899082568808,6980,0.135243553008596,3775,0.09960264900662252,1581,0.12966476913345984,426,0.11032863849765258,0.0268,0,0
040b02e2-755,persona,25,FR,Bretaña,3190,42.44,533.44,8.28,0,5f148c65-194,ES973781167512,activa,119.98,143.87,591.57,16148.26,4,1,d17838c3-07c,caducada,2024-04-04,778,2000,1,1dbd2b27-b8f,tarjeta,2026-01-15 00:43:10,1,0,27934,0,252.69,PIN,1,7962f7f7-aca6-43,1,FR,Bretaña,90.18.229.234,"48.8566,2.3522",ES665286877465,1,v1,0,3,1,0,0.12634499999999999,2.1061010168361394,5.954052780395854,0.8339473135469521,27.297293642341565,-15556.69,0.14285714285714285,0.0,0.007193140342982851,0.0,8.73972602739726,0,0,1,5.536113049194561,4.795625242678768,9.689629507167577,6.384469009490813,10.237635661893249,0.0,0,0,0.0,4,0,False,0,5438,0.1526296432511953,1646,0.15188335358444716,456,0.14035087719298245,6980,0.135243553008596,3775,0.09960264900662252,1581,0.12966476913345984,435,0.1310344827586207,0.0428,0,0
