id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,cuenta_origen,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,tipo_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,dispositivo_reconocido,operacion_pais,operacion_region,direccion_ip_origen,geolocalizacion,cuenta_destino,destino_alto_riesgo,IS_FRAUD,IMPACTO_FRAUDE
d0c50978-42c,persona,56,ES,Oeste,2866,85.89,10.94,2.7,0,c9bfa870-30d,ES719972667869,activa,1401.68,1504.39,871.24,285.95,2,2,ce512cfe-ede,activa,2024-10-26,574,1000,1,7ad08955-9e7,tarjeta,2026-03-02 03:55:40,1,0,71004,2,42.46,huella,1,8ef39c9a-1932-41,1,ES,Oeste,86.180.142.136,"37.3891,-5.9845",ES914752226956,0,0,0
03a575c0-7cd,persona,49,DE,Berlín,3085,61.69,180.62,1.53,0,104bd87d-b67,ES234712490758,activa,2685.23,2898.79,98442.62,39667.12,2,2,532fd311-cdd,activa,2021-10-11,1685,500,0,210b0066-e50,tarjeta,2025-12-12 05:20:06,1,0,34607,1,40.28,PIN,2,86a2d606-a640-43,1,DE,Berlín,87.78.127.14,"53.5511,9.9937",ES629291365317,0,0,0
113922bc-105,premium,33,ES,Este,2693,1546.31,291.05,0.55,0,e6581118-0e9,ES351450542991,activa,292.22,325.01,296.81,7946.31,5,1,d86a99ea-59e,activa,2025-06-18,339,1000,0,c06ad969-937,tarjeta,2026-01-01 10:57:07,0,0,30058,3,14.93,3DS,2,b609b611-e76a-4c,1,ES,Este,86.67.153.215,"37.3891,-5.9845",ES517247323282,0,0,0
0d2df950-b6e,autónomo,35,FR,Bretaña,796,73.04,200.71,0.78,0,4a76ad2b-ac9,ES407499664983,activa,255.31,318.75,18946.57,959.85,7,1,35b59307-719,activa,2023-07-11,1047,1000,0,69699b17-a0d,tarjeta,2026-03-07 16:35:55,0,1,13916,1,225.35,3DS,2,14d4091c-1049-4b,1,FR,Bretaña,90.44.232.244,"48.8566,2.3522",ES643009972516,0,0,0
906ec4d8-675,autónomo,29,ES,Este,3494,2183.56,2023.39,0.77,0,6c050470-5ea,ES306384774826,activa,121.85,135.09,598.48,5494.31,4,2,737e6905-1b6,activa,2023-02-07,1201,1000,0,a2b2a48b-3e2,transferencia,2026-01-29 08:49:57,0,0,24705,12,968.14,PIN,2,6fd0ba8d-b9f4-49,0,BR,Río,73.180.113.116,"29.7604,-95.3698",ES636849659192,1,1,2
7702ed7d-a90,persona,18,ES,Este,684,829.87,465.92,1.28,0,9b0acefa-3aa,ES261526815425,activa,3294.54,2732.78,23788.22,1450.55,2,1,56216887-3fd,robada,2022-03-11,1534,1000,0,f512c897-64b,transferencia,2026-03-09 00:27:40,1,0,36317,1,29.18,PIN,1,e7965c03-fe79-45,1,ES,Este,86.65.252.13,"37.3891,-5.9845",ES739143880951,0,0,0
f14c4c23-da1,premium,49,ES,Norte,779,330.12,703.33,2.35,0,5d474a2d-9f9,ES848955140869,activa,401.36,501.22,11708.09,4300.19,3,1,832e5646-d05,activa,2024-04-24,759,1000,0,48eff654-9f1,transferencia,2026-01-23 04:28:44,1,0,76478,7,932.73,3DS,0,d705978d-2d25-44,1,ES,Oeste,86.0.103.8,"41.3874,2.1686",ES226946681274,0,1,2
8a7911fe-5bc,persona,47,DE,Berlín,850,706.77,143.88,2.12,0,0036c01d-f7e,ES694240821985,activa,5568.54,5330.17,4084.81,656.32,1,3,ef1dc830-a14,activa,2025-08-18,278,1000,0,e194a754-e62,tarjeta,2026-01-13 23:25:33,1,0,51796,3,62.19,3DS,2,3098daa9-e5c8-43,1,DE,Baviera,87.40.231.111,"53.5511,9.9937",ES574959367280,0,0,0
97fc2f59-440,persona,74,GB,Inglaterra,2849,693.31,40.75,8.63,0,858c0619-61f,ES245705816912,cerrada,2187.73,2769.58,3336.19,8928.57,2,4,c6084cd1-7e4,activa,2024-04-20,763,3000,3,764ef8fe-876,transferencia,2025-12-19 19:56:03,0,0,70487,4,310.33,PIN,2,c209c6da-8c2c-47,1,FR,Bretaña,90.148.64.106,"43.2965,5.3698",ES875389140064,0,0,0
8a64f098-f6d,empresa,54,ES,Norte,1938,1817.52,184.59,9.31,0,89316ee9-2f7,ES539302353498,activa,6160.53,5032.06,365.93,2794.0,5,1,9186cb14-736,activa,2024-08-15,646,500,0,242b0b5a-620,tarjeta,2026-04-08 02:45:28,1,0,44281,1,68.61,firma,2,630ce279-adb9-4e,1,ES,Este,86.60.243.170,"40.4168,-3.7038",ES425414358136,0,0,0
22e4df43-a86,persona,46,ES,Este,658,154.46,245.37,5.38,0,b371645b-f3e,ES593845944863,activa,364.93,373.75,2085.66,277.28,1,2,4b7e10ca-b41,extraviada,2024-07-06,686,5000,1,92332d5e-065,tarjeta,2026-04-27 11:09:23,0,0,44423,0,130.82,PIN,3,e7509870-cd6f-43,1,ES,Sur,86.81.48.77,"39.4699,-0.3763",ES588456872732,0,0,0
66dd5a50-e23,persona,68,FR,Provence,1303,74.26,176.2,1.84,0,bbb07225-473,ES154453303011,activa,873.12,1051.83,5546.33,1222.41,1,0,e3ac7a59-9ee,activa,2024-10-06,594,3000,1,a45ef8a9-535,tarjeta,2026-01-16 08:21:17,0,0,17274,1,70.09,PIN,3,9c4e658d-255f-40,1,FR,Provence,90.24.5.215,"43.2965,5.3698",ES586226923811,0,0,0
2c91d009-5d3,persona,36,BR,Minas Gerais,2413,4672.4,61.75,2.93,0,3d485a67-ffe,ES847440158096,activa,368.27,355.11,1886.51,1308.65,4,5,4029c470-56b,activa,2024-05-01,752,3000,0,452db9fc-309,transferencia,2026-03-13 19:39:07,0,0,48880,3,562.4,firma,2,66fa3bb1-5686-4a,1,BR,Minas Gerais,177.154.81.76,"-22.9068,-43.1729",ES839081920431,0,0,0
ff68097a-20c,persona,61,DE,Hesse,1775,210.78,94.47,6.2,0,a176f108-ce9,ES334895816377,bloqueada,513.76,667.21,9915.56,54057.49,5,3,74425e32-68b,activa,2024-09-10,620,1000,0,ba78f333-0e1,transferencia,2026-01-08 21:11:57,0,0,45,4,893.64,3DS,1,b2eb11bc-9554-44,0,DE,Baviera,87.16.104.205,"52.5200,13.4050",ES779863744660,0,1,2
14fda767-df5,persona,62,ES,Oeste,1660,26.32,1348.89,3.29,0,9870ed51-a4b,ES761241405321,activa,619.65,764.7,8779.0,2258.7,1,0,8a1540cb-2a6,activa,2021-11-17,1648,500,0,f9f93b26-b47,tarjeta,2025-12-25 14:25:51,0,0,85225,5,217.98,PIN,1,fdd5bee8-b2de-4e,1,ES,Oeste,86.78.40.102,"39.4699,-0.3763",ES834347418586,0,0,0
0723fa28-9f7,autónomo,25,DE,Hamburgo,2329,4111.53,1279.53,0.68,0,b6e1a24f-22e,ES639156577895,activa,1960.5,1918.23,4728.94,920.1,4,2,d1fee96d-adc,activa,2022-07-30,1393,2000,0,26425d58-471,tarjeta,2025-12-06 04:14:51,1,1,50367,2,23.05,PIN,2,2e45616c-dc11-42,1,DE,Hamburgo,87.24.238.165,"53.5511,9.9937",ES722956739031,0,0,0
f14c4c23-da1,premium,49,ES,Norte,779,330.12,703.33,2.35,1,5d474a2d-9f9,ES848955140869,activa,401.36,501.22,11708.09,4300.19,3,1,832e5646-d05,activa,2024-04-24,759,1000,0,90fb14d5-7ff,transferencia,2026-01-21 19:21:22,0,0,0,2,775.75,PIN,2,99e5de75-eeae-43,1,ES,Norte,86.60.77.164,"41.3874,2.1686",ES227506416550,1,0,0
86608919-774,persona,35,DE,Berlín,274,104.87,343.14,1.47,0,e163b3ad-d5b,ES708074729024,activa,8879.19,10265.13,6113.96,54.67,4,2,b236369d-4ac,activa,2021-10-26,1670,1000,0,0e0299c1-fe0,tarjeta,2026-03-21 10:14:37,0,1,39016,2,108.65,3DS,3,7f6aec6c-c2bf-42,1,DE,Baviera,87.154.79.101,"53.5511,9.9937",ES162147650966,0,0,0
bb6de974-245,persona,43,PT,Algarve,677,965.46,427.73,1.22,0,0132bde7-4b5,ES936577534215,activa,1342.08,949.48,3146.7,7771.09,3,2,5df40b4f-e8e,activa,2022-12-10,1260,500,0,833e2a7d-fec,tarjeta,2026-05-14 14:23:09,0,0,86335,3,29.62,contactless,2,f0023347-1b20-4b,1,PT,Lisboa,85.217.65.190,"38.7223,-9.1393",ES586226923811,0,0,0
27bd1722-017,persona,37,PT,Algarve,3336,842.76,469.13,1.0,0,cc00a8cc-c07,ES559177794876,activa,5059.81,6169.8,3589.59,14486.81,4,4,eafe4a40-3bf,activa,2023-08-07,1020,500,2,becc79a9-0e2,tarjeta,2026-01-27 02:52:09,1,0,37,2,75.3,PIN,2,b3ac05a6-50ac-4d,1,DE,Baviera,85.197.51.61,"38.7223,-9.1393",ES536996256396,0,1,1
bb38d734-75d,empresa,62,GB,Gales,161,2312.98,623.34,1.88,0,b33110d2-145,ES975786274577,activa,379.82,328.07,3078.78,127.13,1,3,99d93dd9-7b6,activa,2025-11-01,203,3000,1,4bb267c1-bf3,tarjeta,2026-03-07 07:30:12,0,1,7193,0,1977.73,3DS,3,42a874ca-7541-47,0,GB,Gales,81.45.55.8,"51.5074,-0.1278",ES517027657587,0,0,0
c74e2206-b7e,empresa,42,FR,Bretaña,2539,335.06,844.66,7.1,0,6f21fe7a-e8a,ES685379291180,suspendida,1080.92,1299.51,4165.67,2428.45,3,2,7a28f8f6-649,activa,2023-08-16,1011,2000,0,4f580c69-f7d,tarjeta,2026-02-16 11:46:46,0,0,8188,1,3731.39,3DS,2,51b74b08-b99b-44,1,FR,Bretaña,90.171.167.171,"48.8566,2.3522",ES412448152555,0,0,0
805ef3cd-55f,empresa,31,FR,Normandía,2341,701.79,106.59,1.26,0,047db8ca-7de,ES737946571289,bloqueada,2843.11,3485.8,2954.24,7096.52,4,1,cb688b7e-c26,activa,2022-11-12,1288,1000,0,05822b7a-7b0,tarjeta,2025-12-02 04:37:58,1,0,55923,1,88.81,3DS,3,fdac4de7-416a-46,1,US,Texas,73.111.211.235,"40.7128,-74.0060",ES333973804896,0,0,0
cd5bb3dd-e44,autónomo,52,PT,Algarve,2259,404.14,121.82,4.03,0,247c85b7-121,ES885566366127,activa,440.93,525.6,446.92,12925.37,5,2,5db3651f-792,activa,2025-01-18,490,5000,0,430f83a5-151,transferencia,2025-12-17 14:25:13,0,0,48220,2,62.01,3DS,2,262cf34e-dfe7-45,1,PT,Lisboa,85.49.23.112,"41.1579,-8.6291",ES678760768283,0,0,0
fc56e710-0ba,persona,67,IT,Lombardía,3166,476.32,1171.89,1.66,0,0d650021-731,ES862051398325,activa,159.47,177.38,15009.83,1498.83,2,1,09769a40-dbc,activa,2023-08-14,1013,2000,0,4abf586d-d07,tarjeta,2025-11-27 23:20:50,1,0,40,1,1751.35,PIN,0,0f0b2e30-ce4e-40,0,IT,Lombardía,95.143.203.163,"45.4642,9.1900",ES243999711830,0,1,2
8f2b3799-8ce,persona,48,BR,São Paulo,2463,1200.6,285.18,1.14,0,b3eb0874-e07,ES881199270530,activa,3258.59,2894.3,5503.97,3430.97,1,2,84a84c87-fb9,activa,2022-12-16,1254,3000,0,986d4528-596,transferencia,2026-02-21 18:01:06,0,1,9178,2,49.45,PIN,1,e414069a-357a-48,1,BR,São Paulo,177.238.33.84,"-19.9167,-43.9345",ES656193836455,0,0,0
ee1a1104-63a,premium,48,ES,Sur,1821,615.34,586.9,3.07,0,d35adf4a-33d,ES841150660722,activa,3922.8,3005.99,49984.63,2385.01,3,1,73d1698a-fd1,activa,2022-09-05,1356,1000,0,6924f9d6-ce9,transferencia,2026-05-16 17:52:45,0,1,70997,2,18.64,contactless,2,b72e1e69-1b51-4b,1,ES,Sur,86.37.201.173,"40.4168,-3.7038",ES159832837885,0,0,0
b78d379d-1d8,autónomo,81,ES,Sur,30,802.52,814.32,0.94,0,1a2f2136-40a,ES654602767531,activa,113.33,137.25,490.17,1369.82,1,3,c4265517-493,activa,2025-04-19,399,1000,0,3976eb0d-3fa,transferencia,2026-04-02 12:16:15,0,0,49832,1,113.11,PIN,3,b8107fd3-105d-46,1,ES,Sur,86.12.66.97,"37.3891,-5.9845",ES677857248911,0,0,0
aa90de04-5e1,persona,64,ES,Oeste,463,235.96,459.34,0.6,0,c57c98a8-a98,ES937563330890,activa,2207.56,2014.01,5863.62,2866.39,4,1,de0b9b77-6b2,caducada,2025-07-18,309,1000,0,13a9aed6-9eb,transferencia,2025-12-02 03:22:25,1,0,63112,0,292.28,3DS,3,ab982c59-6c5c-46,1,ES,Centro,86.49.48.156,"39.4699,-0.3763",ES313957274422,0,0,0
abf2e760-b12,empresa,83,ES,Oeste,2336,826.11,513.24,3.84,0,56e2389f-ba1,ES138250627359,activa,671.86,609.42,74.5,1139.66,3,4,d35e1a08-f9e,activa,2026-05-17,6,2000,0,a6f1096c-773,tarjeta,2025-12-12 21:53:12,0,0,50230,5,23.62,PIN,2,232b2ee9-015c-41,1,ES,Oeste,86.72.250.205,"40.4168,-3.7038",ES986429695375,0,0,0
93e93f57-381,premium,70,ES,Norte,2960,443.49,462.53,1.83,0,cc169904-26f,ES297372348024,suspendida,4062.43,3791.06,408.01,8220.18,0,1,270f913a-8e1,activa,2023-10-31,935,1000,0,31144239-a05,transferencia,2026-02-04 19:56:08,0,0,21764,2,1112.51,PIN,2,c6036c03-1afd-42,1,ES,Norte,86.25.19.81,"37.3891,-5.9845",ES774653290540,0,0,0
283e1db3-ccb,autónomo,80,US,California,104,203.51,27.76,1.84,0,fcea2b0e-1d4,ES875183679278,activa,4377.19,3265.41,3414.43,11278.72,4,4,4955d7b8-6e3,activa,2021-05-28,1821,1000,1,360878c7-19c,tarjeta,2025-12-02 18:57:26,0,0,68757,1,29.79,PIN,2,8fda5a5e-ea76-4c,1,US,Nueva York,73.232.166.197,"34.0522,-118.2437",ES456000231056,0,0,0
aeca3c3b-2e7,persona,82,IT,Toscana,2541,1379.39,155.36,2.79,0,4d0c30b0-bb5,ES246871157915,activa,233.1,179.54,126913.64,14285.89,6,1,3f2820ba-e60,activa,2022-03-08,1537,2000,0,2253096d-b66,tarjeta,2025-12-09 01:34:40,1,0,50469,5,110.25,PIN,3,e98aff21-ea5f-49,1,IT,Toscana,95.242.123.114,"40.8518,14.2681",ES265575755574,0,0,0
b01fddb4-741,persona,62,ES,Este,445,1435.63,18.98,0.58,0,9add9570-037,ES481325588766,activa,831.23,710.16,7482.56,1070.35,0,2,c1d6b1b3-809,activa,2025-12-28,146,2000,0,936d1671-e32,tarjeta,2026-02-13 03:42:21,1,0,62963,2,240.87,huella,3,f8c8cceb-90e7-4b,1,ES,Este,86.56.14.192,"41.3874,2.1686",ES463945986722,0,0,0
ee4b994f-121,persona,36,BR,Minas Gerais,3148,249.69,61.37,1.68,0,c43a2912-512,ES301097407640,activa,3624.15,4339.92,4469.12,21398.4,1,1,cc131c3b-ef2,activa,2025-01-20,488,1000,0,3a1c8de3-89a,tarjeta,2026-02-06 10:41:46,0,0,56081,5,93.48,3DS,3,c3f1b73b-cf5b-45,0,BR,Río,177.122.97.128,"-19.9167,-43.9345",ES205108398934,0,0,0
133f662e-68c,persona,74,IT,Lazio,773,769.75,70.13,2.34,0,9a1ea767-a96,ES725018197479,activa,2159.03,1857.21,40463.58,16792.43,0,3,5155151b-e39,activa,2021-10-18,1678,1000,1,6503d98a-568,tarjeta,2025-12-27 02:21:10,1,1,51353,0,485.84,3DS,1,39697c7c-ae83-42,1,IT,Lazio,95.148.168.75,"40.8518,14.2681",ES726409834618,0,0,0
98f15340-92a,persona,20,ES,Centro,2545,759.29,427.78,7.12,0,941f6368-0e8,ES617570520443,activa,652.23,758.78,7114.27,258.45,3,4,a9593956-fe9,activa,2024-01-30,844,1000,0,cf4b5d30-3ed,tarjeta,2026-04-08 04:16:02,1,0,68564,1,42.49,PIN,2,637b8211-cee3-4d,0,ES,Centro,86.194.10.60,"41.3874,2.1686",ES113201608695,0,0,0
7ceaa4ee-191,persona,48,ES,Norte,1277,360.28,15.31,10.02,0,db3e5aad-1a8,ES154657772069,activa,484.28,615.73,2259.0,2587.05,1,2,db209466-6b4,caducada,2023-08-18,1009,1000,0,08d2ac0a-ad5,tarjeta,2026-03-18 02:21:30,1,0,24994,1,10.44,firma,2,813109bd-9173-40,1,ES,Norte,86.46.25.234,"37.3891,-5.9845",ES898929357126,0,0,0
65ba0142-5d8,persona,49,ES,Norte,3344,492.65,41.05,4.82,0,23715a09-9aa,ES977431895859,activa,551.46,441.29,47044.2,1952.51,2,1,eedb6e5c-805,activa,2022-04-17,1497,500,1,58331277-654,tarjeta,2026-05-14 09:52:42,0,0,4368,1,38.47,3DS,3,bc7fbd48-3646-43,1,ES,Centro,86.64.51.79,"39.4699,-0.3763",ES724598368881,0,0,0
5b327abc-9b0,autónomo,35,ES,Sur,2407,975.97,1202.46,12.62,0,652b5c15-071,ES318892260430,activa,1440.8,1208.17,197.62,16578.18,4,0,ebd9423e-b9d,activa,2022-06-03,1450,2000,0,9074fa75-9aa,tarjeta,2026-03-17 10:40:33,0,0,59571,2,113.97,huella,3,33f58c7c-0835-4b,1,ES,Centro,86.51.230.226,"41.3874,2.1686",ES289501495469,0,0,0
5717d77a-6a5,persona,41,IT,Lazio,2262,240.96,27.64,3.82,0,0483b72c-0c7,ES597461855832,activa,235.01,234.25,965.36,20396.21,1,1,926b98c1-e30,activa,2022-06-29,1424,3000,0,b62059af-e2d,transferencia,2026-03-24 13:46:39,0,0,34832,2,252.86,PIN,2,29ed86e1-0b21-4a,1,IT,Lazio,95.143.242.92,"41.9028,12.4964",ES589247229020,0,0,0
cb49afe1-661,persona,56,ES,Centro,1968,223.45,22.7,1.48,0,b60d389d-58c,ES195646709048,activa,3368.36,2881.54,3042.65,9662.04,1,2,eca44dd5-3e7,activa,2024-06-19,703,500,0,27bef1fb-04f,tarjeta,2026-05-03 17:05:12,0,1,49999,1,213.88,3DS,1,e6cb0154-80c5-41,1,ES,Centro,86.117.159.48,"39.4699,-0.3763",ES353346930881,0,0,0
46eb06e8-2e1,autónomo,63,FR,Provence,2148,31.17,401.37,5.87,0,559d67aa-3ad,ES452976390432,activa,2021.4,2410.82,394.1,2445.7,1,1,ffad092b-15c,activa,2025-01-05,503,1000,0,324efc66-92a,tarjeta,2026-04-05 08:26:48,0,1,11538,1,29.59,huella,2,c24d5ce8-207a-48,1,FR,Île-de-France,90.140.135.139,"43.2965,5.3698",ES774653290540,0,0,0
5bb84498-c69,persona,64,DE,Hamburgo,2886,769.79,495.11,2.94,0,9e659704-1f5,ES406342316374,bloqueada,286.22,353.07,20526.27,663.79,1,2,f8e515b2-560,caducada,2026-01-03,140,2000,0,2b0efb30-684,tarjeta,2026-04-07 03:30:40,1,0,68261,1,39.01,3DS,2,c7d8d503-3de9-43,0,DE,Hamburgo,87.13.14.13,"48.1351,11.5820",ES136826985223,0,0,0
2c0593ef-299,premium,73,ES,Oeste,2738,1152.01,46.77,3.98,0,e117b248-7da,ES728250824940,suspendida,966.13,844.97,159.79,859.5,1,1,fe9e9c43-79e,activa,2022-11-01,1299,1000,0,f9d94c82-b54,tarjeta,2026-02-16 21:58:45,0,0,3642,3,255.86,huella,2,24b1a17d-2242-4e,1,ES,Oeste,86.203.236.76,"40.4168,-3.7038",ES429212348647,0,0,0
65ba0142-5d8,persona,49,ES,Norte,3344,492.65,41.05,4.82,0,23715a09-9aa,ES977431895859,activa,551.46,441.29,47044.2,1952.51,2,1,eedb6e5c-805,activa,2022-04-17,1497,500,1,8c845576-f5b,tarjeta,2026-03-22 00:28:09,1,1,0,2,252.22,PIN,1,550d6ede-b161-4e,1,US,California,73.249.216.160,"40.7128,-74.0060",ES743130194725,0,0,0
098dbebe-490,persona,76,PT,Lisboa,835,1049.82,351.23,0.52,0,a870c4ab-0a4,ES132550767163,activa,352.93,435.11,8177.72,734.6,6,2,b515e78f-e0c,activa,2025-08-28,268,500,1,215c54fb-952,tarjeta,2026-01-30 09:33:39,0,0,80486,2,472.72,3DS,0,fbbecfad-e4a8-4c,0,PT,Lisboa,85.180.83.214,"38.7223,-9.1393",ES104890748865,1,1,1
