id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,cuenta_origen,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,tipo_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,dispositivo_reconocido,operacion_pais,operacion_region,direccion_ip_origen,geolocalizacion,cuenta_destino,destino_alto_riesgo,IS_FRAUD,IMPACTO_FRAUDE,hour,day_of_week,is_weekday,fraudes_prev_capped,txn_vs_limit_pct,txn_vs_balance_pct,txn_vs_monthly_avg_pct,balance_vs_avg_pct,outflow_inflow_ratio,net_flow_30d,limite_breach_rate,txn_intensity,balance_utilization,txn_severity,tenure_years,cross_border,cross_region,same_country_device,importe_transaccion_log,saldo_actual_log,volumen_saliente_log,volumen_entrante_log,tiempo_ultima_log,txn_por_minuto,burst_rapido,alta_velocidad,monto_velocidad,tiempo_ultima_bin,foreign_unknown_device,night_velocity,high_ratio_redondeado,tipo_cliente_freq,tipo_cliente_target,customer_country_freq,customer_country_target,customer_region_freq,customer_region_target,tipo_transaccion_freq,tipo_transaccion_target,metodo_autenticacion_freq,metodo_autenticacion_target,operacion_pais_freq,operacion_pais_target,operacion_region_freq,operacion_region_target,probabilidad_fraude,prediccion_fraude,impacto_fraude
cdee7fc0-b5f,autónomo,82,IT,Lombardía,3280,227.92,1538.87,1.21,0,5387140a-b0e,ES787485235611,bloqueada,90.4,103.27,882.79,4392.84,5,1,fba272b0-483,activa,2026-04-05,48,1000,0,08200bc1-6fd,tarjeta,2025-12-14 13:39:20,0,1,69483,6,958.82,3DS,0,9c61f702-670a-42,1,IT,Lazio,95.163.220.137,"41.9028,12.4964",ES105155510313,1,1,2,13,6,0,0,0.95882,10.60641592920354,4.206826956826958,0.875375229979665,4.976087178151089,-3510.05,0.0,8.63508145760175e-05,0.010325967403259674,5752.92,8.986301369863014,0,1,1,6.866745766881559,4.515245478460105,8.387958838990725,6.784219477855528,11.148851789221814,0.005176653293645658,0,1,5752.92,4,0,False,0,1547,0.1577246283128636,703,0.1891891891891892,144,0.16666666666666666,6980,0.135243553008596,3097,0.1798514691637068,788,0.2398477157360406,206,0.25728155339805825,0.9969,1,2
1ae7e4ec-86c,premium,80,BR,São Paulo,1810,254.28,87.41,4.27,0,ae3d4b00-053,ES286826862875,activa,476.47,586.18,5450.45,2484.62,2,4,4c0f1929-3c1,caducada,2024-10-17,583,500,0,a9d6725b-88a,tarjeta,2025-11-25 07:19:59,0,0,83371,2,432.4,PIN,3,46545f7b-dac1-46,1,BR,São Paulo,177.9.154.84,"-19.9167,-43.9345",ES593669507869,0,0,0,7,1,1,0,0.8647999999999999,0.9075072932188805,1.7004876514078968,0.8128390596745029,0.4558559385004908,2965.83,0.0,2.3988869164707574e-05,0.11721255748850229,864.8,4.958904109589041,0,0,1,6.071661089102259,6.168501330721941,7.818277404393425,8.603636907316794,11.331067800561561,0.0014383142956455035,0,0,864.8,4,0,False,0,1181,0.14225232853513972,514,0.1517509727626459,162,0.14814814814814814,6980,0.135243553008596,3775,0.09960264900662252,644,0.2453416149068323,212,0.25943396226415094,0.0747,0,0
6151691a-782,persona,19,FR,Normandía,1131,355.95,462.18,0.75,0,ab20cf5e-9b2,ES921263744481,activa,2890.14,2489.48,17837.83,1649.84,2,2,79787544-57c,activa,2025-07-21,306,2000,0,300e76ff-155,tarjeta,2026-03-23 07:21:56,0,0,38766,0,589.12,PIN,2,b8277e9b-1a90-4e,1,FR,Bretaña,90.112.192.133,"43.2965,5.3698",ES326030277352,0,0,0,7,0,1,0,0.29456,0.2038378763658508,1.6550639134709932,1.1609412407410382,0.09249107094304632,16187.990000000002,0.0,0.0,0.12446777661116944,0.0,3.0986301369863014,0,1,1,6.380325906049366,7.969406166993959,7.409039528260904,9.789132821023703,10.565324648253958,0.0,0,0,0.0,4,0,False,0,5438,0.1526296432511953,1646,0.15188335358444716,382,0.17539267015706805,6980,0.135243553008596,3775,0.09960264900662252,1581,0.12966476913345984,435,0.1310344827586207,0.0039,0,0
330cfb4d-3d8,persona,36,US,Texas,3512,827.92,370.22,3.48,0,055df31f-e3a,ES577579584924,activa,1889.77,1932.66,3568.13,216.84,0,0,1d492f70-2fe,activa,2021-12-28,1607,500,1,eec7c948-3d8,tarjeta,2026-03-11 00:16:36,1,0,43987,2,642.93,3DS,3,509d9c33-ca1c-49,1,US,Texas,73.251.95.104,"40.7128,-74.0060",ES907204766768,0,0,0,0,2,1,0,1.28586,0.3402160051223164,0.7765605372499759,0.9778077882296937,0.06077132839890923,3351.29,0.14285714285714285,4.546694553059925e-05,0.3864547090581884,1285.86,9.621917808219179,0,0,1,6.467590024544379,7.544739432493231,5.383760848365505,8.180077147595638,10.691672148430825,0.0027243626126637454,0,0,1285.86,4,0,False,0,5438,0.1526296432511953,420,0.15476190476190477,93,0.0967741935483871,6980,0.135243553008596,3097,0.1798514691637068,577,0.268630849220104,129,0.2713178294573643,0.0225,0,0
d0c50978-42c,persona,56,ES,Oeste,2866,85.89,10.94,2.7,0,c9bfa870-30d,ES719972667869,activa,1401.68,1504.39,871.24,285.95,2,2,ce512cfe-ede,activa,2024-10-26,574,1000,1,7ad08955-9e7,tarjeta,2026-03-02 03:55:40,1,0,71004,2,42.46,huella,1,8ef39c9a-1932-41,1,ES,Oeste,86.180.142.136,"37.3891,-5.9845",ES914752226956,0,0,0,3,0,1,0,0.04246,0.03029222076365504,0.4943532425195017,0.9317264805004022,0.3282103668334787,585.29,0.14285714285714285,2.8167030490810506e-05,0.1504239576042396,84.92,7.852054794520548,0,0,1,3.7718409748282835,7.246139971407679,5.6593079845543715,6.771064615398126,11.170505576079114,0.0016886187098953055,0,0,84.92,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,863,0.13441483198146004,6980,0.135243553008596,976,0.10450819672131148,3877,0.07712148568480784,785,0.07770700636942675,0.0033,0,0
03a575c0-7cd,persona,49,DE,Berlín,3085,61.69,180.62,1.53,0,104bd87d-b67,ES234712490758,activa,2685.23,2898.79,98442.62,39667.12,2,2,532fd311-cdd,activa,2021-10-11,1685,500,0,210b0066-e50,tarjeta,2025-12-12 05:20:06,1,0,34607,1,40.28,PIN,2,86a2d606-a640-43,1,DE,Berlín,87.78.127.14,"53.5511,9.9937",ES629291365317,0,0,0,5,4,1,0,0.08056,0.015000577231745513,0.6529421300048631,0.9263278816333712,0.4029466099134705,58775.49999999999,0.0,2.8895053166897826e-05,0.5796420715856828,40.28,8.452054794520548,0,0,1,3.720378121173307,7.895894002605598,10.58830312140984,11.497239277498098,10.45184014819284,0.0017307525889174143,0,0,40.28,4,0,False,0,5438,0.1526296432511953,1157,0.14088159031979255,319,0.15047021943573669,6980,0.135243553008596,3775,0.09960264900662252,1179,0.15521628498727735,288,0.14930555555555555,0.0047,0,0
113922bc-105,premium,33,ES,Este,2693,1546.31,291.05,0.55,0,e6581118-0e9,ES351450542991,activa,292.22,325.01,296.81,7946.31,5,1,d86a99ea-59e,activa,2025-06-18,339,1000,0,c06ad969-937,tarjeta,2026-01-01 10:57:07,0,0,30058,3,14.93,3DS,2,b609b611-e76a-4c,1,ES,Este,86.67.153.215,"37.3891,-5.9845",ES517247323282,0,0,0,10,3,1,0,0.01493,0.05109164328245842,0.009655243773887512,0.8991107965908742,26.77237963680469,-7649.5,0.0,9.980371935194118e-05,0.0324977502249775,44.79,7.3780821917808215,0,0,1,2.768204123921957,5.680923180510119,8.980588785610225,5.69645569926974,10.31091739595388,0.005976492462978949,0,0,44.79,4,0,False,0,1181,0.14225232853513972,4489,0.14591222989529962,1035,0.13429951690821257,6980,0.135243553008596,3097,0.1798514691637068,3877,0.07712148568480784,860,0.06976744186046512,0.0089,0,0
0d2df950-b6e,autónomo,35,FR,Bretaña,796,73.04,200.71,0.78,0,4a76ad2b-ac9,ES407499664983,activa,255.31,318.75,18946.57,959.85,7,1,35b59307-719,activa,2023-07-11,1047,1000,0,69699b17-a0d,tarjeta,2026-03-07 16:35:55,0,1,13916,1,225.35,3DS,2,14d4091c-1049-4b,1,FR,Bretaña,90.44.232.244,"48.8566,2.3522",ES643009972516,0,0,0,16,5,0,0,0.22535,0.8826524617132113,3.0852957283680174,0.8009725490196079,0.050660884793395325,17986.72,0.0,7.185456635769203e-05,0.03187181281871813,225.35,2.180821917808219,0,0,1,5.422082473881968,5.546387649386105,6.867818309378436,9.84943097009815,9.540866393419853,0.0042930738408700625,0,0,225.35,4,0,False,0,1547,0.1577246283128636,1646,0.15188335358444716,456,0.14035087719298245,6980,0.135243553008596,3097,0.1798514691637068,1581,0.12966476913345984,435,0.1310344827586207,0.0078,0,0
906ec4d8-675,autónomo,29,ES,Este,3494,2183.56,2023.39,0.77,0,6c050470-5ea,ES306384774826,activa,121.85,135.09,598.48,5494.31,4,2,737e6905-1b6,activa,2023-02-07,1201,1000,0,a2b2a48b-3e2,transferencia,2026-01-29 08:49:57,0,0,24705,12,968.14,PIN,2,6fd0ba8d-b9f4-49,0,BR,Río,73.180.113.116,"29.7604,-95.3698",ES636849659192,1,1,2,8,3,1,0,0.96814,7.945342634386541,0.44337687079814614,0.9019912650825375,9.180440449137816,-4895.83,0.0,0.0004857119728001295,0.013507649235076493,11617.68,9.572602739726028,1,1,0,6.876409080298872,4.8109640989671885,8.611650280169117,6.396062612776795,10.11480140809676,0.029073288915808602,0,1,11617.68,4,1,False,0,1547,0.1577246283128636,4489,0.14591222989529962,1035,0.13429951690821257,3020,0.18543046357615894,3775,0.09960264900662252,644,0.2453416149068323,223,0.24663677130044842,0.9991,1,2
7702ed7d-a90,persona,18,ES,Este,684,829.87,465.92,1.28,0,9b0acefa-3aa,ES261526815425,activa,3294.54,2732.78,23788.22,1450.55,2,1,56216887-3fd,robada,2022-03-11,1534,1000,0,f512c897-64b,transferencia,2026-03-09 00:27:40,1,0,36317,1,29.18,PIN,1,e7965c03-fe79-45,1,ES,Este,86.65.252.13,"37.3891,-5.9845",ES739143880951,0,0,0,0,0,1,0,0.02918,0.008857078681697597,0.03516213382818996,1.205563565307123,0.060977660371393905,22337.670000000002,0.0,2.7534555867613855e-05,0.27325067493250677,29.18,1.873972602739726,0,0,1,3.407179453339703,8.10032531818273,7.280387229995061,10.076987815874256,10.500068765119742,0.001649393847760948,0,0,29.18,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,1035,0.13429951690821257,3020,0.18543046357615894,3775,0.09960264900662252,3877,0.07712148568480784,860,0.06976744186046512,0.0045,0,0
f14c4c23-da1,premium,49,ES,Norte,779,330.12,703.33,2.35,0,5d474a2d-9f9,ES848955140869,activa,401.36,501.22,11708.09,4300.19,3,1,832e5646-d05,activa,2024-04-24,759,1000,0,48eff654-9f1,transferencia,2026-01-23 04:28:44,1,0,76478,7,932.73,3DS,0,d705978d-2d25-44,1,ES,Oeste,86.0.103.8,"41.3874,2.1686",ES226946681274,0,1,2,4,4,1,0,0.9327300000000001,2.3239236595575044,2.8254271174118504,0.8007661306412354,0.36728364746085823,7407.900000000001,0.0,9.152839341518587e-05,0.05011698830116989,6529.110000000001,2.1342465753424658,0,1,1,6.839187317208266,5.997347210266137,8.366647007581092,9.368120742214264,11.244771472325993,0.0054874702762026705,0,1,6529.110000000001,4,0,True,0,1181,0.14225232853513972,4489,0.14591222989529962,984,0.16361788617886178,3020,0.18543046357615894,3097,0.1798514691637068,3877,0.07712148568480784,785,0.07770700636942675,0.9735,1,2
8a7911fe-5bc,persona,47,DE,Berlín,850,706.77,143.88,2.12,0,0036c01d-f7e,ES694240821985,activa,5568.54,5330.17,4084.81,656.32,1,3,ef1dc830-a14,activa,2025-08-18,278,1000,0,e194a754-e62,tarjeta,2026-01-13 23:25:33,1,0,51796,3,62.19,3DS,2,3098daa9-e5c8-43,1,DE,Baviera,87.40.231.111,"53.5511,9.9937",ES574959367280,0,0,0,23,1,1,0,0.062189999999999995,0.011168097921537782,0.08799185024831274,1.0447209000838622,0.16067332385104816,3428.49,0.0,5.791841226325849e-05,0.5329637036296371,186.57,2.328767123287671,0,1,1,4.146146060785364,8.625067744232702,6.488170962313089,8.31527527405166,10.855087511512517,0.0034711508793582226,0,0,186.57,4,0,False,0,5438,0.1526296432511953,1157,0.14088159031979255,319,0.15047021943573669,6980,0.135243553008596,3097,0.1798514691637068,1179,0.15521628498727735,282,0.1276595744680851,0.0071,0,0
97fc2f59-440,persona,74,GB,Inglaterra,2849,693.31,40.75,8.63,0,858c0619-61f,ES245705816912,cerrada,2187.73,2769.58,3336.19,8928.57,2,4,c6084cd1-7e4,activa,2024-04-20,763,3000,3,764ef8fe-876,transferencia,2025-12-19 19:56:03,0,0,70487,4,310.33,PIN,2,c209c6da-8c2c-47,1,FR,Bretaña,90.148.64.106,"43.2965,5.3698",ES875389140064,0,0,0,19,4,1,0,0.10344333333333333,0.14185022831885105,0.4476064098311001,0.7899139941796229,2.676277430242282,-5592.379999999999,0.42857142857142855,5.6747247758483716e-05,0.09231625612479584,1241.32,7.8054794520547945,1,1,0,5.7408534428653,7.691076745922676,9.097123520415552,8.112884414499398,11.163197761546567,0.003401987327597205,0,1,1241.32,4,0,False,0,5438,0.1526296432511953,628,0.15127388535031847,188,0.16489361702127658,3020,0.18543046357615894,3775,0.09960264900662252,1581,0.12966476913345984,435,0.1310344827586207,0.0596,0,0
8a64f098-f6d,empresa,54,ES,Norte,1938,1817.52,184.59,9.31,0,89316ee9-2f7,ES539302353498,activa,6160.53,5032.06,365.93,2794.0,5,1,9186cb14-736,activa,2024-08-15,646,500,0,242b0b5a-620,tarjeta,2026-04-08 02:45:28,1,0,44281,1,68.61,firma,2,630ce279-adb9-4e,1,ES,Este,86.60.243.170,"40.4168,-3.7038",ES425414358136,0,0,0,2,2,1,0,0.13722,0.011137028794600465,0.0377492407236234,1.2242560700786556,7.635340092367392,-2428.07,0.0,2.258253918070548e-05,1.0062107578484305,68.61,5.30958904109589,0,1,1,4.242908235180575,8.726080402310576,7.9355873855892,5.905171094167382,10.698333552920907,0.0013531494553573442,0,0,68.61,4,0,False,0,1834,0.14285714285714285,4489,0.14591222989529962,984,0.16361788617886178,6980,0.135243553008596,1668,0.2577937649880096,3877,0.07712148568480784,860,0.06976744186046512,0.0215,0,0
22e4df43-a86,persona,46,ES,Este,658,154.46,245.37,5.38,0,b371645b-f3e,ES593845944863,activa,364.93,373.75,2085.66,277.28,1,2,4b7e10ca-b41,extraviada,2024-07-06,686,5000,1,92332d5e-065,tarjeta,2026-04-27 11:09:23,0,0,44423,0,130.82,PIN,3,e7509870-cd6f-43,1,ES,Sur,86.81.48.77,"39.4699,-0.3763",ES588456872732,0,0,0,11,0,1,0,0.026164,0.35847970843723453,0.8469506668393111,0.9764013377926422,0.13294592598985452,1808.3799999999999,0.14285714285714285,0.0,0.00747485050298994,0.0,1.8027397260273972,0,1,1,4.881437355624573,5.9024420582788455,5.6286278010554405,7.643319980532752,10.701535142921443,0.0,0,0,0.0,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,1035,0.13429951690821257,6980,0.135243553008596,3775,0.09960264900662252,3877,0.07712148568480784,694,0.08789625360230548,0.0035,0,0
66dd5a50-e23,persona,68,FR,Provence,1303,74.26,176.2,1.84,0,bbb07225-473,ES154453303011,activa,873.12,1051.83,5546.33,1222.41,1,0,e3ac7a59-9ee,activa,2024-10-06,594,3000,1,a45ef8a9-535,tarjeta,2026-01-16 08:21:17,0,0,17274,1,70.09,PIN,3,9c4e658d-255f-40,1,FR,Provence,90.24.5.215,"43.2965,5.3698",ES586226923811,0,0,0,8,4,1,0,0.023363333333333333,0.08027533443283856,0.9438459466738486,0.8300961181940048,0.22039979590107334,4323.92,0.14285714285714285,5.7887120115774244e-05,0.03505983133895536,70.09,3.56986301369863,0,0,1,4.263946679941392,6.773217666001951,7.109397320716533,8.621072009902768,9.757015648635871,0.0034614053305642095,0,0,70.09,4,0,False,0,5438,0.1526296432511953,1646,0.15188335358444716,372,0.1478494623655914,6980,0.135243553008596,3775,0.09960264900662252,1581,0.12966476913345984,359,0.13370473537604458,0.0021,0,0
