id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,cuenta_origen,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,tipo_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,dispositivo_reconocido,operacion_pais,operacion_region,direccion_ip_origen,geolocalizacion,cuenta_destino,destino_alto_riesgo,IS_FRAUD,IMPACTO_FRAUDE
5cb8af4e-930,persona,19,ES,Norte,2693,307.73,634.17,3.15,0,f34bce83-c0e,ES892051947896,activa,1270.95,1356.98,8259.68,972.22,1,4,ce4e5e4a-e1d,activa,2024-02-06,837,3000,0,7e2b991d-129,tarjeta,2026-03-02 03:54:27,1,0,55201,4,49.09,firma,2,4b49c5df-c8a9-40,1,ES,Norte,86.92.79.20,"37.3891,-5.9845",ES144381527355,0,0,0
06fcee09-21c,persona,22,ES,Sur,3296,765.98,772.32,1.86,0,fdac72df-dd7,ES107164811053,activa,339.31,318.98,13439.06,20905.43,4,2,66f5a875-de3,activa,2024-07-19,673,2000,0,a4c1377e-d45,transferencia,2025-12-12 05:18:53,1,0,54657,3,77.29,3DS,1,5530dd72-c3af-4a,0,ES,Sur,86.198.223.64,"37.3891,-5.9845",ES849695832525,0,0,0
d1be3d4b-1a9,autónomo,51,FR,Bretaña,1522,7551.54,418.12,3.69,0,0fd0c907-d4d,ES706529302421,activa,2187.47,1668.01,977.68,1254.7,1,2,d8dca4e0-54c,activa,2025-04-05,413,5000,0,5dc4c72b-a70,tarjeta,2026-01-01 10:55:54,0,0,47522,1,333.67,3DS,2,4cf42e22-838e-48,1,FR,Bretaña,90.96.9.89,"43.2965,5.3698",ES782508226940,0,0,0
ad4566f7-cb8,persona,55,DE,Berlín,590,1577.08,38.1,1.15,0,8ed42620-b4b,ES322325775856,activa,337.09,434.89,3686.59,15299.47,3,1,6431f480-71e,activa,2023-09-06,990,2000,0,064a5d4d-72e,tarjeta,2026-03-07 16:34:42,0,1,58778,4,4.11,3DS,3,f7bcb63e-1d51-40,1,DE,Berlín,87.196.128.61,"53.5511,9.9937",ES298691898317,0,0,0
4cb04ec1-196,persona,42,ES,Este,3538,294.52,978.62,2.05,0,2907c64a-a0a,ES229370732527,activa,13809.63,13906.32,3026.19,2496.35,3,3,645babdc-b05,activa,2022-08-07,1385,2000,0,e65b9b17-bf8,tarjeta,2026-01-29 08:48:44,0,0,7654,7,6.24,huella,2,070e4111-d338-45,1,ES,Oeste,86.220.69.1,"40.4168,-3.7038",ES968890402656,0,0,0
b8c2adba-9d3,persona,31,PT,Oporto,3032,8767.28,65.89,12.24,0,477ea1fb-678,ES961479130824,activa,248.27,252.22,2688.5,2655.5,6,3,3e5e8e6b-315,activa,2022-06-18,1435,2000,0,76d2b13f-a05,transferencia,2026-03-09 00:26:27,1,0,29050,2,492.84,3DS,3,d9b3c406-5417-45,1,PT,Oporto,85.170.22.138,"41.1579,-8.6291",ES323466814763,1,0,0
88dcd5de-b46,premium,65,FR,Bretaña,2738,1134.98,559.5,7.16,0,0138b0b2-b19,ES938894231689,activa,5431.02,6268.29,1228.42,1719.97,1,2,83616cf5-c23,activa,2025-05-03,385,2000,0,e6014c3f-399,transferencia,2026-01-23 04:27:31,1,0,56128,1,448.2,PIN,2,1d212710-06c2-4e,1,FR,Bretaña,90.205.228.225,"45.7640,4.8357",ES921086814333,1,1,1
d1c8094b-34f,persona,84,FR,Bretaña,2368,866.1,488.94,2.98,0,d3f5fd6c-f81,ES833296590957,activa,7141.2,8376.56,1889.29,1123.54,3,1,d9dfe5aa-2da,activa,2025-02-22,455,500,0,ed978e11-f0f,tarjeta,2026-01-13 23:24:20,1,0,82561,2,2256.8,3DS,2,43adff95-f6f5-44,1,FR,Bretaña,90.238.216.123,"45.7640,4.8357",ES495533631472,0,0,0
b0670444-8ed,persona,65,DE,Berlín,378,314.27,17.11,3.87,0,716ad86c-e7f,ES266709340895,activa,1033.85,1183.24,1142.96,1782.97,3,2,a0f0af47-509,activa,2022-02-19,1554,2000,0,47d5f74d-f4e,tarjeta,2025-12-19 19:54:50,0,0,68602,3,22.94,3DS,0,a7086cec-d704-49,1,DE,Berlín,87.0.103.8,"48.1351,11.5820",ES458096897036,0,0,0
56fe425a-ebe,persona,56,BR,São Paulo,3459,8216.07,128.91,2.85,0,6eb56417-356,ES952830754051,activa,490.79,460.81,2537.09,665.11,2,3,884ccb27-d74,activa,2025-12-20,154,2000,0,0b98a075-461,tarjeta,2026-04-08 02:44:15,1,0,64789,6,154.55,3DS,1,9b86ae33-de7b-42,1,BR,São Paulo,177.180.155.7,"-19.9167,-43.9345",ES446155466446,0,0,0
630125c1-bd5,empresa,74,FR,Île-de-France,623,463.5,327.01,2.14,0,0315fb72-092,ES841037477516,suspendida,2190.41,2389.06,1375.88,28882.68,2,1,ed007363-a0e,activa,2025-05-11,377,1000,0,a3cf1e55-340,tarjeta,2026-04-27 11:08:10,0,0,56423,3,1370.01,PIN,2,0bd7142f-cf65-41,1,FR,Île-de-France,90.151.6.214,"45.7640,4.8357",ES386438967614,0,0,0
aa4374a4-519,persona,25,FR,Bretaña,3190,42.44,533.44,8.28,0,ee391a5a-177,ES973781167512,activa,119.98,143.87,591.57,16148.26,4,1,751896d9-63d,caducada,2024-04-05,778,2000,1,31dac0b4-956,tarjeta,2026-01-16 08:20:04,0,0,27934,0,252.69,PIN,1,8a1039a1-8d8e-49,1,FR,Bretaña,90.18.229.234,"48.8566,2.3522",ES665286877465,1,0,0
6416c306-233,autónomo,64,FR,Île-de-France,2517,121.8,271.94,1.64,0,30738ddf-1a8,ES573104715583,activa,4924.58,5771.8,4730.46,2817.59,5,3,0e3651e3-e7e,activa,2021-05-24,1825,500,0,b2c8da9e-f62,tarjeta,2026-03-13 19:37:54,0,0,82676,3,4286.98,PIN,1,1ed982f6-3656-44,1,DE,Baviera,87.224.219.22,"48.1351,11.5820",ES104890748865,1,1,3
c75ef568-02b,premium,60,ES,Este,2540,1092.51,72.56,0.99,0,f4f11abf-792,ES336382498367,activa,495.82,437.76,915.22,2577.96,3,1,55cbb3ed-712,activa,2024-05-12,741,2000,0,159b3eeb-9fe,transferencia,2026-01-08 21:10:44,0,0,49638,0,8.36,PIN,1,c41d3b43-7cf2-44,1,ES,Este,86.206.98.57,"39.4699,-0.3763",ES955940964479,0,0,0
8afddea7-03e,persona,52,FR,Provence,849,800.93,595.4,1.0,0,85036543-af0,ES862659406216,suspendida,170.4,140.51,213.55,4753.13,3,0,5a9b844e-4a3,caducada,2021-10-06,1690,500,0,8b67e96b-af6,transferencia,2025-12-25 14:24:38,0,0,72469,2,690.31,huella,3,e5d5c028-9bac-4b,1,FR,Provence,90.128.207.175,"43.2965,5.3698",ES687049427183,0,0,0
12f76d62-897,persona,73,ES,Norte,698,433.67,26.43,1.48,0,cb1c04f9-0c9,ES631036282823,bloqueada,759.03,646.76,603.92,5636.29,3,1,d440e725-427,activa,2022-10-09,1322,2000,0,6d8de9de-244,tarjeta,2025-12-06 04:13:38,1,1,70676,2,156.47,huella,3,3267bbbf-ef94-41,0,ES,Norte,86.166.211.53,"37.3891,-5.9845",ES639200537280,0,0,0
0f332ab6-81f,premium,37,ES,Norte,1298,147.43,261.09,4.81,0,a0c35898-621,ES256926366885,suspendida,60.64,54.57,23850.63,15091.95,5,0,ea463449-1cc,activa,2022-03-31,1514,3000,0,f81fb9b6-ee9,transferencia,2026-01-21 19:20:09,0,0,30069,0,329.64,3DS,1,5849cc6f-7703-44,1,ES,Norte,86.46.71.153,"41.3874,2.1686",ES481255533293,0,0,0
610ec1f7-269,persona,61,ES,Norte,1422,837.42,11.89,1.91,0,772ef86a-2ba,ES552240813950,suspendida,3524.58,3187.45,301.63,9746.4,6,3,4f255321-08f,activa,2023-10-15,951,1000,0,02772bf9-642,tarjeta,2026-03-21 10:13:24,0,1,79713,0,234.45,3DS,3,4fa79815-e182-48,1,ES,Norte,86.217.84.46,"41.3874,2.1686",ES463945986722,0,0,0
17b0c11f-535,empresa,47,GB,Gales,1255,601.87,812.39,1.9,0,aef01c51-b25,ES407488459529,activa,782.93,877.48,864.28,1695.31,3,4,7d68e455-67e,activa,2024-02-01,842,2000,0,21f98783-963,tarjeta,2026-05-14 14:21:56,0,0,68403,3,157.35,firma,1,3f1f7a25-a0ba-47,1,FR,Normandía,90.231.45.176,"48.8566,2.3522",ES726442141251,0,1,1
4ed3e841-468,empresa,31,FR,Bretaña,1673,261.52,34.36,2.91,0,7179646f-822,ES789617182748,activa,5029.25,4195.0,1389.99,5544.67,1,3,c1d364c8-004,activa,2025-09-09,256,2000,0,0a9da97c-92e,tarjeta,2026-01-27 02:50:56,1,0,25709,0,426.87,3DS,1,c02c3621-928b-47,1,FR,Bretaña,90.164.183.39,"43.2965,5.3698",ES146770992626,0,0,0
6a6d3439-45b,persona,31,ES,Oeste,1304,7756.36,160.73,4.28,0,8a134a46-b7a,ES687602310289,activa,2440.53,1931.55,5122.06,2501.82,2,0,c091790a-a92,caducada,2022-08-12,1380,2000,1,51f10670-d83,tarjeta,2026-03-07 07:28:59,0,1,25425,4,58.3,huella,2,a8bdaa1b-5ed6-49,1,ES,Oeste,86.79.88.107,"37.3891,-5.9845",ES294684387740,1,0,0
4ff768bb-b67,persona,36,GB,Escocia,31,297.22,349.96,3.55,0,aba99ea9-eda,ES778226190755,activa,456.9,486.49,398.06,438.87,2,2,da374417-60b,activa,2025-08-18,278,3000,0,a0c2958a-fe4,tarjeta,2026-02-16 11:45:33,0,0,60782,5,126.05,3DS,2,ef606131-ed38-48,0,GB,Escocia,81.88.102.85,"55.9533,-3.1883",ES931916703487,0,0,0
dc1097d5-66a,persona,78,ES,Centro,3052,112.17,29.39,1.76,0,cd6ebb8c-8fa,ES628461446034,activa,1151.68,1448.97,1874.17,11313.88,4,2,cf31b524-ec9,activa,2023-12-31,874,5000,1,db6ed774-57c,tarjeta,2025-12-02 04:36:45,1,0,54920,3,163.62,PIN,1,ba2fe0f5-983b-49,1,IT,Lombardía,95.231.221.197,"41.9028,12.4964",ES757375656717,0,0,0
468a8d7d-b93,persona,62,ES,Este,2545,374.6,801.49,1.21,0,8d43bbb3-9ca,ES602913472259,activa,286.17,367.74,8436.65,1399.36,3,0,26604ee5-ea3,activa,2024-01-07,867,1000,1,d256ffbb-793,tarjeta,2025-12-17 14:24:00,0,0,64306,2,285.66,PIN,2,125d8174-1a34-42,1,ES,Este,86.22.76.34,"37.3891,-5.9845",ES875389140064,0,0,0
98841135-f97,persona,67,ES,Este,1212,2206.35,1233.59,2.1,0,17c6ff4e-7c2,ES571104196134,activa,164.86,187.44,1389.41,9865.38,2,2,0f0957f0-d30,activa,2026-03-16,68,2000,1,8ccd41c1-acc,tarjeta,2025-11-27 23:19:37,1,0,10604,3,916.62,PIN,2,c69106a6-b439-48,0,ES,Norte,86.252.159.21,"40.4168,-3.7038",ES607811421010,0,0,0
f58c21f7-bf5,empresa,52,DE,Hamburgo,1749,625.28,779.64,1.15,0,d2f03a4c-700,ES191791916065,bloqueada,544.5,401.25,3963.77,2044.06,2,3,1f1f3c87-f0e,caducada,2024-05-19,734,3000,0,6ce47682-5f3,tarjeta,2026-02-21 17:59:53,0,1,56391,1,968.96,firma,2,a2f96def-e87d-47,1,DE,Hamburgo,87.70.166.107,"52.5200,13.4050",ES812910393011,0,0,0
7a0e5b9c-c34,empresa,70,DE,Berlín,3231,140.0,748.93,3.22,0,c880f77e-d05,ES215722470671,activa,1613.28,1949.38,6426.88,7931.35,1,4,5aab396f-93e,activa,2023-07-13,1045,1000,0,081bbb23-8bd,tarjeta,2026-05-16 17:51:32,0,1,51076,1,176.7,contactless,1,26815469-203e-41,1,DE,Berlín,87.27.195.169,"48.1351,11.5820",ES336966883125,0,0,0
ede73667-09f,persona,74,IT,Lazio,2059,202.69,0.68,1.57,0,3184a16e-e09,ES318197270229,suspendida,1614.5,1444.47,5219.85,2020.47,2,0,e9509cae-1b9,activa,2021-07-29,1759,1000,0,80efb159-b8c,transferencia,2026-04-02 12:15:02,0,0,34291,2,179.69,3DS,2,7f20b16f-8961-4c,1,IT,Lazio,95.118.138.226,"41.9028,12.4964",ES249082147364,0,0,0
34e53938-12c,empresa,29,ES,Centro,3602,1920.41,400.35,4.91,0,1916b5f6-239,ES395005526228,cerrada,57.77,69.8,214.39,1998.94,3,2,ef274d2c-31e,activa,2026-01-25,118,3000,0,c2865090-50d,tarjeta,2025-12-02 03:21:12,1,0,55107,2,3.49,PIN,1,aac2dc51-810e-44,0,ES,Centro,86.50.58.250,"37.3891,-5.9845",ES146581633627,0,0,0
97e2662e-771,empresa,40,GB,Gales,2190,1085.59,430.77,1.82,0,676c8195-48f,ES254558629368,activa,777.76,953.76,5642.37,1085.23,1,1,7fecbb42-f7f,activa,2024-01-23,851,3000,1,312927ed-532,transferencia,2025-12-12 21:51:59,0,0,19241,2,504.29,PIN,2,28d6dfe0-52d6-48,0,GB,Gales,81.154.72.96,"51.5074,-0.1278",ES226946681274,0,0,0
d58927b9-d0c,persona,48,BR,São Paulo,2463,1200.6,285.18,1.14,0,8817aac1-38d,ES881199270530,activa,3258.59,2894.3,5503.97,3430.97,1,2,9a957166-0f2,activa,2022-12-16,1254,3000,0,c239d8d7-af1,tarjeta,2026-02-04 19:54:55,0,0,9178,2,47.14,3DS,2,82400c4c-f4d6-41,1,BR,São Paulo,177.11.135.150,"-22.9068,-43.1729",ES656193836455,0,0,0
d80fd15f-699,persona,68,FR,Normandía,1920,121.42,203.51,0.74,0,d6981c7b-446,ES319556493953,activa,1405.19,1184.26,1753.09,33869.67,5,1,346b7fcf-293,robada,2023-08-20,1007,2000,1,f8fbdac2-7d3,tarjeta,2025-12-02 18:56:13,0,0,26479,2,336.22,PIN,1,05493a76-c6f8-4e,0,FR,Normandía,90.66.37.202,"48.8566,2.3522",ES547562261046,1,1,1
225dbd61-b55,autónomo,81,ES,Sur,30,802.52,814.32,0.94,0,b2e134d1-eb6,ES654602767531,activa,113.33,137.25,490.17,1369.82,1,3,5d5cef63-e4f,activa,2025-04-19,399,1000,0,0ef52c72-c63,tarjeta,2025-12-09 01:33:27,1,0,49832,2,361.7,PIN,3,3167c219-86fc-44,1,IT,Lazio,95.12.66.97,"40.8518,14.2681",ES677857248911,0,0,0
0a37f0cb-192,persona,64,ES,Oeste,463,235.96,459.34,0.6,0,698867aa-20c,ES937563330890,activa,2207.56,2014.01,5863.62,2866.39,4,1,e21e147a-84b,caducada,2025-07-18,309,1000,0,dc443626-61e,tarjeta,2026-02-13 03:41:08,1,0,63112,0,1157.73,PIN,2,0c1f20da-4d12-41,0,ES,Oeste,86.159.11.39,"37.3891,-5.9845",ES313957274422,0,0,0
e17cdd75-d36,persona,20,ES,Oeste,73,296.58,439.45,5.58,0,5793202f-d93,ES707227261655,activa,738.49,836.86,32372.79,1727.81,3,1,f7097bcf-233,activa,2023-08-23,1004,3000,0,adc4c310-8cd,tarjeta,2026-02-06 10:40:33,0,0,35132,1,213.55,3DS,2,f4bd80ba-9d42-4e,1,ES,Oeste,86.158.158.159,"39.4699,-0.3763",ES365404484431,0,0,0
19ae8444-a7a,empresa,20,FR,Provence,2528,178.79,160.13,6.11,0,fc43c1ce-835,ES615404402133,activa,442.46,543.95,7930.23,1074.23,1,1,96797b1b-3df,activa,2023-02-19,1189,1000,2,8a2b6c4e-bbe,transferencia,2025-12-27 02:19:57,1,1,78260,2,127.51,PIN,2,2345cd4d-0de5-43,1,FR,Bretaña,90.25.19.81,"43.2965,5.3698",ES446155466446,0,0,0
bbb72833-f8c,autónomo,80,US,California,104,203.51,27.76,1.84,0,4a7d412a-e6f,ES875183679278,activa,4377.19,3265.41,3414.43,11278.72,4,4,acc13161-a2d,activa,2021-05-28,1821,1000,1,2f56db5b-c99,tarjeta,2026-04-08 04:14:49,1,0,68757,2,450.2,3DS,1,fbb9c0dc-f0cc-44,1,US,California,73.212.17.50,"34.0522,-118.2437",ES456000231056,0,0,0
a52a8bce-f4d,premium,23,ES,Este,2156,2295.8,349.72,1.15,0,8df51832-a35,ES587342430371,activa,26065.65,26509.55,32564.74,3424.04,1,1,8e3d27e4-136,activa,2022-03-13,1532,1000,0,caeaba4b-599,tarjeta,2026-03-18 02:20:17,1,0,26055,4,103.4,PIN,3,ba7fd006-f042-4b,1,ES,Oeste,86.242.123.114,"39.4699,-0.3763",ES757375656717,0,0,0
1cd60a75-17b,persona,47,ES,Centro,2457,317.01,9.55,0.61,0,07ada08d-82e,ES596769333146,activa,1789.17,1818.04,3135.71,894.25,4,1,dbe0f05a-9b1,activa,2023-05-11,1108,5000,1,8d1670c9-612,tarjeta,2026-05-14 09:51:29,0,0,40637,2,26.77,3DS,2,0507bd94-031e-45,1,ES,Centro,86.163.198.184,"39.4699,-0.3763",ES921620823151,0,0,0
d4b5090e-651,empresa,73,DE,Hamburgo,1226,1156.12,1132.92,3.97,0,42719a91-6c0,ES194570674274,activa,1555.74,1666.1,8581.07,3237.39,4,2,d256b475-6fc,activa,2024-10-10,590,2000,0,4724060c-4b6,tarjeta,2026-03-17 10:39:20,0,0,27652,2,314.81,huella,2,2a1bab87-14e8-49,1,DE,Baviera,87.138.137.98,"53.5511,9.9937",ES692974208898,0,0,0
37e1039a-ec0,persona,83,IT,Toscana,3167,244.37,15.67,0.66,0,1c6bf78d-119,ES729047590251,activa,2344.0,1744.25,6882.5,231.07,3,1,fa66f231-9ac,activa,2025-07-20,307,3000,0,629ce4a0-bed,tarjeta,2026-03-24 13:45:26,0,0,45517,1,226.29,3DS,1,35b41066-7bbd-4d,1,IT,Lazio,95.66.246.57,"45.4642,9.1900",ES731219849972,0,0,0
0a1a1310-1c3,persona,33,ES,Centro,560,122.88,354.32,4.04,0,0d5c059f-0ce,ES658184524227,activa,207.11,206.93,1177.41,8267.34,3,1,7497af15-444,activa,2024-09-13,617,1000,0,ab17f67d-9ee,transferencia,2026-05-03 17:03:59,0,1,81719,3,95.19,3DS,2,64496cec-e3ee-47,1,ES,Centro,86.127.84.239,"40.4168,-3.7038",ES196896209672,0,0,0
e7a90ed6-f4a,premium,33,ES,Este,2693,1546.31,291.05,0.55,0,ea99c641-71a,ES351450542991,activa,292.22,325.01,296.81,7946.31,5,1,ad3af6b8-d2e,activa,2025-06-18,339,1000,0,37c5ae4a-ed4,transferencia,2026-04-05 08:25:35,0,1,32837,0,210.62,3DS,1,79c4457e-2e18-42,0,ES,Este,86.3.0.108,"39.4699,-0.3763",ES609767885449,1,0,0
39054688-196,autónomo,60,ES,Norte,2855,7030.8,227.88,5.44,0,99ac9c5c-b48,ES274519269518,activa,4488.55,3405.1,898.37,2802.12,5,4,552f3d5f-e58,caducada,2025-07-04,323,500,0,a0465d2b-a74,tarjeta,2026-04-07 03:29:27,1,0,37778,3,243.81,firma,2,4c09ade8-e0a4-45,1,ES,Norte,86.205.190.51,"37.3891,-5.9845",ES643009972516,0,0,0
f13d96d8-b39,persona,25,IT,Lombardía,1075,1089.71,2335.8,1.48,0,f37b9467-b12,ES829733445662,activa,131.68,111.98,1220.47,1167.89,2,2,e480233f-20a,caducada,2021-07-09,1779,3000,1,5c859d9b-48e,tarjeta,2026-02-16 21:57:32,0,0,60145,2,4027.64,firma,1,3bf5b86a-3289-4f,1,IT,Lazio,95.134.11.68,"45.4642,9.1900",ES407862830142,0,0,0
f36a3811-f41,persona,75,BR,Río,3015,171.98,491.54,0.67,0,56401348-755,ES919326278958,activa,472.73,559.52,78161.97,12387.59,2,4,3bd698e7-f19,activa,2025-07-24,303,500,0,49429c22-4f8,transferencia,2026-03-22 00:26:56,1,1,82757,2,0.52,huella,2,1c2c6b0e-6591-40,1,BR,São Paulo,177.219.196.49,"-23.5505,-46.6333",ES442618460715,0,0,0
b41963fe-1b5,persona,32,PT,Lisboa,2625,284.77,83.49,1.26,0,023ca874-de0,ES506446957325,cerrada,202.83,256.77,7623.1,8103.97,1,2,ecc1955c-a3e,activa,2022-10-12,1319,500,1,586c8e37-c32,tarjeta,2026-01-30 09:32:26,0,0,5039,2,59.85,PIN,1,2acfb155-273c-45,1,PT,Algarve,85.71.216.32,"41.1579,-8.6291",ES624214554991,0,0,0
